name,country_codes,countries
ASCOM OIL COMPANY LTD.,RUS,Russia
CACCATI INVEST LIMITED,RUS,Russia
TRURGATE SYSTEMS S.A.,RUS,Russia
PARLOMEDIA CORPORATION,RUS,Russia
TIRON Technologies INC.,RUS,Russia
CRESSLER INDUSTRY LTD.,RUS,Russia
BERTELSEN ALLIANCE INC.,RUS,Russia
INTER DEMETRA CORPORATION,RUS,Russia
STANDEX PRODUCTIONS INC.,RUS,Russia
GID Consult Limited,RUS,Russia
TEMRONT ENTERPRISES LTD.,RUS,Russia
SARGENT ALLIANCE LTD.,RUS,Russia
HIGHLAND SOLUTIONS LTD.,RUS,Russia
ALMARAZ SYSTEMS INC.,RUS,Russia
VITRAN SELECTION INC.,RUS,Russia
STACKS HOLDING CORPORATION,RUS,Russia
NASTYONA INVEST CORP.,RUS,Russia
SANSON PROJECTS LTD.,RUS,Russia
WALCOT FINANCE LIMITED,RUS,Russia
LIBIUS LIMITED,RUS,Russia
MOONTERRA LIMITED,RUS,Russia
NORTHEYES TRADING LIMITED,RUS,Russia
NORVAL CAPITAL TRADING S.A.,RUS,Russia
CASCO PETROLEUM MIDDLE EAST LTD.,RUS,Russia
ALMERES GROUP LTD.,RUS,Russia
LAGUNA CAPITAL  ESTATES INC.,RUS,Russia
ROSSA CREATION S.A.,RUS,Russia
DAULAN SYSTEMS INC.,RUS,Russia
EMMETT EQUITIES LTD.,RUS,Russia
SLEMMING MANAGEMENT INC.,RUS,Russia
FLAVIA TRADING LTD.,RUS,Russia
DENFORCE LIMITED,RUS,Russia
MERICON COMMERCE INC.,RUS,Russia
CORMORANT UNIVERSAL INC.,RUS,Russia
LANDMAX HOLDINGS LTD.,RUS,Russia
Sky High Tree Inc.,RUS,Russia
ASTERA GLOBAL LOGISTIC LIMITED,RUS,Russia
Komet Group S.A.,RUS,Russia
BENTAN PRODUCTS LTD.,RUS,Russia
BRIMOR INVESTMENT CORP.,RUS,Russia
UNIVERSAL K GLOBAL CORP.,RUS,Russia
AVENTIN TECHNOLOGIES LTD.,RUS,Russia
CRAMMOND GLOBAL CORP.,RUS,Russia
MALDEN DEVELOPMENT GROUP LTD.,RUS,Russia
ALAMEDA COMMERCIAL DEVELOPMENT INC.,RUS,Russia
STEVENS VENTURES INC.,RUS,Russia
CLARIUS EQUITIES CORP.,RUS,Russia
YOKKI WORLD LTD.,RUS,Russia
OLIVOL PRODUCTIONS LIMITED,RUS,Russia
DIMBORT INDUSTRY INC.,RUS,Russia
DIANON SERVICES LTD.,RUS,Russia
KRONMARK INVESTMENTS LIMITED,RUS,Russia
IRIDIUS LIMITED,RUS,Russia
NeoGEN EP Ltd,RUS,Russia
GARTEX SHIPPING LIMITED,RUS,Russia
DENEVA PRODUCTIONS LTD.,RUS,Russia
EUROQUIP LTD.,RUS,Russia
VECTOR FINANCIAL SERVICES LIMITED,RUS,Russia
HAVERGIL LIMITED,RUS,Russia
HANSILL TRADING LIMITED,RUS,Russia
CADIGAN VENTURES INC.,RUS,Russia
SANLOR PARTNERS INC.,RUS,Russia
FOSKET OVERSEAS CAPITAL CORP.,RUS,Russia
New Seychelles Travel Ltd,RUS,Russia
NORDIC COMMERCIAL PARTNERS INC.,RUS,Russia
FORTE  INVESTMENTS INTERNATIONAL LTD,RUS,Russia
FOUR Entertainment Ltd,RUS,Russia
BRISTO COMMERCIAL GROUP LTD.,RUS,Russia
RONLINT SYSTEMS LTD.,RUS,Russia
ALFAMARK DEVELOPMENT LTD.,RUS,Russia
ESTENSON PRODUCTS GROUP LTD.,RUS,Russia
NOMIX UNIVERSAL INC.,RUS,Russia
EDMAR ASSOCIATES INC.,RUS,Russia
RENSOVER ALLIANCE LIMITED,RUS,Russia
RODWELL COMMERCE LIMITED,RUS,Russia
START LINE LIMITED,RUS,Russia
WESTROCK INTERNATIONAL LTD.,RUS,Russia
BRISTON MANAGEMENT LTD.,RUS,Russia
Sea Ocean Bunkering Ltd.,RUS,Russia
CRESANTA MANAGEMENT INC.,RUS,Russia
LUNARA HOLDINGS LTD.,RUS,Russia
LITTMAN CONSULTANTS LTD.,RUS,Russia
Finansovo Promyshlennyi Holding ¿GASKOMPLEKTSERVICE¿ Ltd.,RUS,Russia
UFFORD INVESTCOM INC.,RUS,Russia
Fort Solution Limited,RUS,Russia
LENORT INDUSTRIES CORP.,RUS,Russia
Circlebetinvest LTD,RUS,Russia
Formula Logistic Group Inc.,RUS,Russia
CONSUMART SERVICES LTD.,RUS,Russia
NOVENA TRADING GROUP LTD.,RUS,Russia
DENISE COMMERCIAL LTD.,RUS,Russia
ELECTROTECH DEVELOPMENT INC.,RUS,Russia
TRISTAN WORLD GAS & OIL LTD,RUS,Russia
TRISTAN GAS ENERGY LTD,RUS,Russia
PETERTON SERVICES S.A.,RUS,Russia
MED-IN HOLDINGS LTD.,RUS,Russia
AMERTON COMMERCIAL INC.,RUS,Russia
GALBRECK  INVESTMENT LTD.,RUS,Russia
BURTFORD UNICORP INC.,RUS,Russia
ALSAND UNIVERSAL INC.,RUS,Russia
ELGAS INTERNATIONAL LIMITED,RUS,Russia
BLACK & RED LIMITED,RUS,Russia
SELONT PROJECTS GROUP INC.,RUS,Russia
"Viudes Yachts, Ltd.",RUS,Russia
E.Clapton Shipping Ltd.,RUS,Russia
Aquarius International Development Ltd,RUS,Russia
STRANDS MANAGEMENT VENTURES INC.,RUS,Russia
ARCAD HOLDINGS INC.,RUS,Russia
HARTWELL MANAGEMENT SERVICES LIMITED,RUS,Russia
ARMOR DEVELOPMENT GROUP INC.,RUS,Russia
KOLONET SYSTEMS LIMITED,RUS,Russia
NEVISON PROJECTS CORP.,RUS,Russia
KERVENT PRODUCTS INC.,RUS,Russia
Progressive Property Holdings Corp.,RUS,Russia
I Securities Global Ltd.,RUS,Russia
FENISON COMMERCE LTD.,RUS,Russia
TRISTAN ENERGY SOLUTIONS LTD,RUS,Russia
Top Invest Capital Ltd,RUS,Russia
FLITTON ASSETS INC.,RUS,Russia
Nortrade Int.  Business Corp.,RUS,Russia
MICROTECH SYSTEMS INC.,RUS,Russia
CLAREN VENTURES LTD.,RUS,Russia
Narciso Group Limited,RUS,Russia
GERRED IMPEX LIMITED,RUS,Russia
FLOWZONE SYSTEMS INC.,RUS,Russia
KRENOT EQUITIES CORP.,RUS,Russia
GELDARD MANAGEMENT LIMITED,RUS,Russia
ASCROFT IMPEX LIMITED,RUS,Russia
Algorythmic Trading Associates Ltd.,RUS,Russia
BLOOM SERVICE DEVELOPMENT LTD,RUS,Russia
EDGELL MANAGEMENT CORPORATION,RUS,Russia
NESS TRADING CORPORATION,RUS,Russia
DENHAM SYSTEMS LTD.,RUS,Russia
KORN TECHNOLOGIES INC.,RUS,Russia
SELECTROS COMMERCIAL INC.,RUS,Russia
Caspian Freight Agency Ltd.,RUS,Russia
ZWALD CAPITAL INC.,RUS,Russia
ARCENT PREMIER COMPANY LTD.,RUS,Russia
SUNTEX GLOBAL LIMITED,RUS,Russia
MASTERY CONSULTING LTD.,RUS,Russia
DELNOVA MANAGEMENT INC.,RUS,Russia
INFOPROJECTS MANAGEMENT LTD.,RUS,Russia
InterLine Cargo Ltd.,RUS,Russia
BALCOM GROUP LIMITED,RUS,Russia
RAND CAPITAL INVESTMENT GROUP LTD.,RUS,Russia
CENTRONIC INDUSTRIES CORP.,RUS,Russia
DENVILLE SERVICES GROUP LTD.,RUS,Russia
KEMIRA COMMERCE LTD.,RUS,Russia
KERENOLT ENTERPRISES CORP.,RUS,Russia
CONNORS ALLIANCE LTD.,RUS,Russia
MARENGO HOLDING GROUP LIMITED,RUS,Russia
SP SYSTEM LTD.,RUS,Russia
AMES MANAGEMENT CAPITAL LTD.,RUS,Russia
ARNOD PRODUCTS GROUP INC.,RUS,Russia
PRIVATE INVESTMENTS GLOBAL S.A.,RUS,Russia
GOTLAND EQUITIES LTD.,RUS,Russia
J. Gretnar Investments Limited,RUS,Russia
Chopra & Partners Limited,RUS,Russia
ORSET PRODUCTIONS INC.,RUS,Russia
LEONA GROUP LIMITED,RUS,Russia
VOTLER INVESTMENT LTD.,RUS,Russia
DONMAR VENTURES CORP.,RUS,Russia
AMCOL VENTURES INC.,RUS,Russia
ELONT COMMERCIAL INC.,RUS,Russia
TECHNOS DEVELOPMENT INC.,RUS,Russia
CORDANT TECHNOLOGIES LTD.,RUS,Russia
Pro Sports Trading and Marketing Co. Ltd.,RUS,Russia
Relix Investment Inc.,RUS,Russia
Stansted Investments Ltd.,RUS,Russia
HEMEX MANAGEMENT LTD.,RUS,Russia
RONALTO TECHNOLOGIES INC.,RUS,Russia
RONATO COMPANY INC.,RUS,Russia
Auto Pro Logistic Ltd,RUS,Russia
ALAMOR DEVELOPMENT LTD.,RUS,Russia
BALANKOS COMMERCIAL LTD.,RUS,Russia
SCLATER ENTERPRISES LIMITED,RUS,Russia
IN.PROJECT CORPORATION,RUS,Russia
FONRAST PREMIER INC.,RUS,Russia
BRENNER TECHNOLOGIES GROUP LTD.,RUS,Russia
CORENDO VENTURES LTD.,RUS,Russia
WELEST COMMERCIAL CORP.,RUS,Russia
SAMMLER GROUP INC.,RUS,Russia
LORENA INVESTING INC.,RUS,Russia
COVENANT SERVICES INC.,RUS,Russia
Gardarika LTD,RUS,Russia
LUMSDEN MANAGEMENT LIMITED,RUS,Russia
EXIMUS SERVICES CORPORATION,RUS,Russia
ANTARES PRODUCTIONS INC.,RUS,Russia
Northwind Capital Limited,RUS,Russia
RENDAL COMMERCE LTD.,RUS,Russia
GTM INNOVATION LIMITED,RUS,Russia
MALVERN IMPEX LIMITED,RUS,Russia
DUNA CONCEPT LIMITED,RUS,Russia
ANTERO HOLDINGS CORP.,RUS,Russia
BRENMART CORPORATION,RUS,Russia
SERDEN DEVELOPMENT LIMITED,RUS,Russia
TEROIS COMMERCIAL CORP.,RUS,Russia
DELMAR PRODUCTIONS LTD.,RUS,Russia
AURELIA ENTERPRISES LIMITED,RUS,Russia
HOLCROFT TRADING INC.,RUS,Russia
TICKELL CORPORATION,RUS,Russia
MANIFOLD SERVICES LIMITED,RUS,Russia
METALLIC IMPEX CORPORATION,RUS,Russia
LEMIST INVESTMENT LTD.,RUS,Russia
BELWER SERVICES COMPANY LTD.,RUS,Russia
SPECTRUM PROJECTS LTD.,RUS,Russia
SEROMIC PARTNERS INC.,RUS,Russia
Contrarian Trading Limited,RUS,Russia
PERRYVALE ENTERPRISES ASSETS CORP.,RUS,Russia
SCANDTRANS Ltd.,RUS,Russia
Arkstone Ventures Ltd,RUS,Russia
INFORECO MANAGEMENT COMPANY LTD.,RUS,Russia
VERMIN PRODUCTS INC.,RUS,Russia
HAMMEL LOGISTICS CORP.,RUS,Russia
AVERIT INDUSTRIES COMPANY LTD.,RUS,Russia
ARTNER MANAGEMENT CORP.,RUS,Russia
ALTIMAN INVESTMENTS LIMITED,RUS,Russia
ADVIS DEVELOPMENT INC.,RUS,Russia
SELENAR PROJECTS INC.,RUS,Russia
LAGUNA SOLUTIONS LTD.,RUS,Russia
NERVELT ENTERPRISES LTD.,RUS,Russia
VIANNA RESOURCES INC.,RUS,Russia
ROMWAY MANAGEMENT INC.,RUS,Russia
MBF Trading Corp,RUS,Russia
ALFARI ENTERPRISES COMPANY LTD.,RUS,Russia
APRENT INVESTING CORP.,RUS,Russia
INNER VENTURES LTD.,RUS,Russia
PREVORT MANAGEMENT CORP.,RUS,Russia
GIFFORD INVESTCOM INC.,RUS,Russia
MAXTEL PRODUCTIONS CORP.,RUS,Russia
RELMIS VENTURES LTD.,RUS,Russia
INERTA COMMERCE CORPORATION,RUS,Russia
MODECO TECHNOLOGIES INC.,RUS,Russia
PREMARK ALLIANCE INC.,RUS,Russia
UNIGROUP TRADE LTD,RUS,Russia
MASTERINVEST GROUP LTD,RUS,Russia
CASSEL MEMBERS INC.,RUS,Russia
SERRETA INVESTING INC.,RUS,Russia
UNOVIT SERVICES COMPANY INC.,RUS,Russia
LONGSTONE ASSETS CORPORATION,RUS,Russia
SOFIA COMMERCE INC.,RUS,Russia
BONECOM ATLANTICO CORPORATION,RUS,Russia
Eos Shipping Ltd.,RUS,Russia
Golden Rock View Limited,RUS,Russia
REBUS FINANCIAL LIMITED,RUS,Russia
BALPER INTERNATIONAL INC.,RUS,Russia
EUROPEAN UNION FIDELITY HOLDING LIMITED,RUS,Russia
LORINCOM CORPORATION,RUS,Russia
Era Industries S.A.,RUS,Russia
WALDRON INVESTING CORP.,RUS,Russia
Epinvest Ltd.,RUS,Russia
BERNERT PROJECTS INC.,RUS,Russia
SUNBASS HOLDINGS LTD,RUS,Russia
OZARK VENTURES INC.,RUS,Russia
SARATOGA GROUP SERVICES LTD.,RUS,Russia
LAMORT INDUSTRIES LTD.,RUS,Russia
INTELLITEC TECHNOLOGIES LIMITED,RUS,Russia
ERKADO PARTNERS CORP.,RUS,Russia
RESCOM DEVELOPMENT INC.,RUS,Russia
COMINCO DEVELOPMENT LTD.,RUS,Russia
TERONEX DEVELOPMENT INC.,RUS,Russia
COLON TRADE & INVESTMENTS LTD.,RUS,Russia
GRYPHON ASSETS GROUP LTD.,RUS,Russia
FORENTO PARTNERS CORP.,RUS,Russia
BELMONT HOLDINGS ASSETS LTD.,RUS,Russia
Lucky Star Systems Limited,RUS,Russia
DISTRIBUTION GROUP LTD.,RUS,Russia
ASANTE COMMERCIAL COMPANY INC.,RUS,Russia
PRESTBURY FINANCE LIMITED,RUS,Russia
SEASCALE INTERNATIONAL LIMITED,RUS,Russia
TRISTAN ENERGY CAPITAL LTD,RUS,Russia
BARLENS COMMERCIAL INC.,RUS,Russia
NAVATON MANAGEMENT LTD,RUS,Russia
MEDFORD EQUITIES CORP.,RUS,Russia
West Baltic Gate Ltd.,RUS,Russia
Trade Group Technology Corp.,RUS,Russia
ALTRUDA MANAGEMENT LTD.,RUS,Russia
PROMEX INTERNATIONAL GROUP LIMITED,RUS,Russia
MABON CAPITAL LIMITED,RUS,Russia
SEPTIMA COMMERCIAL INC.,RUS,Russia
Rexel Assets Corporation,RUS,Russia
E.K. Com Ltd.,RUS,Russia
CLEARPOINT PROJECTS COMPANY INC.,RUS,Russia
ARROW VENTURES GROUP INC.,RUS,Russia
GLENNCO SERVICES INC.,RUS,Russia
ABETON ENTERPRISES LTD.,RUS,Russia
Science and Culture Investments Ltd.,RUS,Russia
MORAND SYSTEMS LIMITED,RUS,Russia
PREMERT INDUSTRIES COMPANY LTD.,RUS,Russia
SEMILOT PRODUCTIONS LTD.,RUS,Russia
Santredo Ltd.,RUS,Russia
PADDOCK ALLIANCE INC.,RUS,Russia
OXISS TRADING Ltd.,RUS,Russia
PR-Image Limited,RUS,Russia
General Communications Limited,RUS,Russia
TREONET INVESTMENT GROUP LTD.,RUS,Russia
LAZARUS PROJECTS LTD.,RUS,Russia
EVOLTECH TECHNOLOGIES COMPANY LTD.,RUS,Russia
SOLNEST TRADE INC.,RUS,Russia
Adelanta Global Services Ltd.,RUS,Russia
KOZORTA PRODUCTS CORP.,RUS,Russia
My Comedy Ltd.,RUS,Russia
COVINGTON UNIVERSAL INC.,RUS,Russia
MAGNEFAX INVESTING INC.,RUS,Russia
SAVENA COMMERCIAL LTD.,RUS,Russia
TROVER INVESTMENT GROUP INC.,RUS,Russia
Computer Center Ltd,RUS,Russia
STAMAR GLOBAL LTD.,RUS,Russia
MASSARD INVESTMENT CORP.,RUS,Russia
WYNDSEA LTD.,RUS,Russia
Bellpark Holdings Ltd,RUS,Russia
LOVECAN DEVELOPMENT INC.,RUS,Russia
Beacon Commerce Ltd.,RUS,Russia
Dalton Global Corp.,RUS,Russia
INDUSTRIAL FREIGHTS Co. LTD,RUS,Russia
FINEX COMMERCIAL GROUP CORP.,RUS,Russia
DARWILT COMMERCE GROUP LTD.,RUS,Russia
Valissa Ltd.,RUS,Russia
Valnery Trading Ltd.,RUS,Russia
International Trading System Corporation,RUS,Russia
Digital Cloud Assets Limited,RUS,Russia
ROMOLA TRADING S.A.,RUS,Russia
KENRINT SYSTEMS INC.,RUS,Russia
Pirton Enterprises Limited,AZE,Azerbaijan
FLATTERON INVESTMENT CORP.,RUS,Russia
GRADWELL SERVICES INC.,RUS,Russia
WESTGLEN ENTERPRISES LTD.,RUS,Russia
Style Group Ltd.,RUS,Russia
FREVONT PROJECTS CORP.,RUS,Russia
ROJALT FINANCIAL-BUSINESS CONSULTING LTD,RUS,Russia
Luntime Limited,RUS,Russia
ARCHER ENTERPRISES DEVELOPMENT INC.,RUS,Russia
STOCKNET INDUSTRIES LTD.,RUS,Russia
Interest Assets Limited,RUS,Russia
NOVATION SYSTEMS COMPANY LTD.,RUS,Russia
MADELINE SOLUTIONS LTD.,RUS,Russia
CENRONT GLOBAL INC.,RUS,Russia
WANESCO PROJECTS COMPANY LTD.,RUS,Russia
ARMAND HOLDINGS LTD,RUS,Russia
EXELWOOD TRADING LIMITED,RUS,Russia
KRENORT COMMERCIAL CORP.,RUS,Russia
ALCON TRADE LTD.,RUS,Russia
BENCHMARK INTERINVEST LTD.,RUS,Russia
ASHTON BUSINESS GROUP LIMITED,RUS,Russia
Giraffe Land Ltd.,RUS,Russia
INTERMEC DEVELOPMENT CORP.,RUS,Russia
VECTOR-M LIMITED,RUS,Russia
FISHER FM LTD.,RUS,Russia
SARAMAR VENTURES INC.,RUS,Russia
VINCENT PRODUCTS LTD.,RUS,Russia
USUMACINTA FINANCE LTD.,RUS,Russia
TRISTAN ENERGY GLOBAL LTD,RUS,Russia
BARTERCORP SELECT INC.,RUS,Russia
DALEX ALLIANCE INC.,RUS,Russia
GREENBIRD ASSETS LIMITED,RUS,Russia
WORLD GAS & OIL LTD,RUS,Russia
Windgate Components and Technologies Limited,RUS,Russia
ARISTA TECHNOLOGIES LTD.,RUS,Russia
REVALDEN INDUSTRY CORP.,RUS,Russia
DARLEX ALLIANCE Inc.,RUS,Russia
RIG Development Limited,RUS,Russia
REANEY CONSULTANTS CORP.,RUS,Russia
GETRONIC INVESTMENT CORP.,RUS,Russia
KREONT PROJECTS CORP.,RUS,Russia
PALAVAR COMMERCIAL INC.,RUS,Russia
Global Influence Ltd,RUS,Russia
Wicky Smart Limited,RUS,Russia
STEAMPRO INVESTMENT GROUP INC.,RUS,Russia
BELLEDA SERVICES CORP.,RUS,Russia
ENCOMPAR ENTERPRISES INC.,RUS,Russia
DRENORA INVESTING LTD.,RUS,Russia
Trastinvest LTD,RUS,Russia
CI Global Investments Inc.,RUS,Russia
PRIVATEL GLOBAL LTD.,RUS,Russia
MANBROOK HOLDINGS CORP.,RUS,Russia
CLINTEC COMMERCIAL INC.,RUS,Russia
KOSWICK GLOBAL LTD.,RUS,Russia
RENATER INVESTMENT GROUP INC.,RUS,Russia
BROWN IMPORT-EXPORT CORP,RUS,Russia
FINBRIDGE GLOBAL LIMITED,RUS,Russia
Cassiopeia Group Limited,RUS,Russia
TRULOCK GLOBAL INC.,RUS,Russia
DUNAVANT INNOVATION GROUP INC.,RUS,Russia
TEMREON INDUSTRY COMPANY LTD.,RUS,Russia
LUGANO INTERNATIONAL SERVICES LTD.,RUS,Russia
First Continental Trading Ltd,RUS,Russia
DOMREIS INVESTMENT S.A.,RUS,Russia
REALONT INVESTMENT GROUP LTD.,RUS,Russia
ROGNET TECHNOLOGIES CORP.,RUS,Russia
LENATEN GLOBAL COMPANY INC.,RUS,Russia
CORVALLIS INDUSTRY LIMITED,RUS,Russia
TREELEX SOLUTIONS LTD.,RUS,Russia
COLENT PRODUCTIONS INC.,RUS,Russia
SAMPOR GLOBAL CORP.,RUS,Russia
GARRISON COMMERCIAL CORP.,RUS,Russia
NEW EUROPEAN MARKETING INC.,RUS,Russia
ROSTRON GROUP INC.,RUS,Russia
AFT Holding Limited,RUS,Russia
INDUSTRIAL MACHINERY HOLDING LTD.,RUS,Russia
AVENCO COMMERCIAL GROUP INC.,RUS,Russia
PRODUCTS TRADERS CORP.,RUS,Russia
Nefret Limited,RUS,Russia
HILLCROFT LTD.,RUS,Russia
GARNER COMMERCIAL COMPANY LTD.,RUS,Russia
SURPLUS STAR INVESTMENT LIMITED,BLR,Belarus
Le Forteresse LTD,RUS,Russia
SARACEN PROJECTS CORP.,RUS,Russia
COLTHORPE SERVICES LTD.,RUS,Russia
DELTAUS INVESTMENT INC.,RUS,Russia
AUDAX RESOURCES LIMITED,RUS,Russia
Zip Union Limited,RUS,Russia
ENGLER MANAGEMENT GROUP LTD.,RUS,Russia
ASHING HOLDING CORP.,RUS,Russia
FX EuroStar Trading Ltd.,RUS,Russia
OIL TECHNOLOGY GLOBAL LTD,RUS,Russia
Air Alsie Aviation Ltd,RUS,Russia
GROBER COMMERCIAL CORP.,RUS,Russia
DUVERA SERVICES GROUP LTD.,RUS,Russia
ECOMRET DEVELOPMENT LTD.,RUS,Russia
MORANDO COMMERCIAL CORP.,RUS,Russia
REVILAT ALLIANCE INC.,RUS,Russia
ISPENALT INDUSTRIES CORP.,RUS,Russia
LINTEX COMMERCIAL LTD.,RUS,Russia
TAMARIND PROJECTS GROUP INC.,RUS,Russia
PROLINE MANAGEMENT ASSETS LTD.,RUS,Russia
BONALLY COMSYSTEMS S.A.,RUS,Russia
DERBES COMMERCIAL INC.,RUS,Russia
SKYDRAWER LIMITED,RUS,Russia
NOVINK EQUITIES INC.,RUS,Russia
Jibcutter assets Limited,RUS,Russia
Market Research Technology Ltd.,RUS,Russia
CHADBORN HOLDINGS LTD.,RUS,Russia
GOULDING PARTNERS INC.,RUS,Russia
PAREST TRADE & INVESTMENT LTD.,RUS,Russia
HELENA ASSOCIATES CORP.,RUS,Russia
NEXECOT GLOBAL INC.,RUS,Russia
ECUADOR GARDEN LTD,RUS,Russia
BELSON OVERSEAS INC.,RUS,Russia
ADVAC ASSOCIATES LTD.,RUS,Russia
MONT PREMIER LTD,RUS,Russia
EGERSON PRODUCTIONS CORP.,RUS,Russia
TRILEX SYSTEMS INC.,RUS,Russia
MACON INTERINVEST LTD.,RUS,Russia
BARSTAD INDUSTRIES GROUP LTD.,RUS,Russia
NOVARED INDUSTRIES LTD.,RUS,Russia
IT SOLUTIONS HOLDING LTD,RUS,Russia
SEGALA GLOBAL EQUITIES CORP.,RUS,Russia
LAYSAN CAPITAL  LTD.,RUS,Russia
MIDVALE SERVICES INC.,RUS,Russia
EXPORTA COMMERCIAL LTD.,RUS,Russia
SVS GROUP CORPORATION,RUS,Russia
MARITIMO INVESTMENTS S.A.,RUS,Russia
CALVERLEY IMPEX LIMITED,RUS,Russia
KNIVETON LIMITED,RUS,Russia
BROCKTON HOLDINGS DEVELOPMENT S.A.,RUS,Russia
ROMIGEO EQUITIES CORPORATION,RUS,Russia
MELLINT PROJECTS INC.,RUS,Russia
AFT Operations Limited,RUS,Russia
TARGA ENTERPRISES LIMITED,RUS,Russia
WALDER ENTERPRISES LIMITED,RUS,Russia
IOWA ENTERPRISES LIMITED,RUS,Russia
FREEMAN MEMBERS LTD.,RUS,Russia
MOSTON RESOURCES LIMITED,RUS,Russia
RODENDA INDUSTRIES GROUP INC.,RUS,Russia
ELWESCOM LIMITED,RUS,Russia
LENTELL CORPORATION,RUS,Russia
SALENTA ENTERPRISES COMPANY LTD.,RUS,Russia
NORTEMER VENTURES INC.,RUS,Russia
Sarmont Investments Limited,RUS,Russia
SELORA ENTERPRISES LTD.,RUS,Russia
OLYMPUS CAPITAL MANAGEMENT LIMITED,RUS,Russia
CONFRET PARTNERS GROUP INC.,RUS,Russia
LARRISON TECHNOLOGIES CORP.,RUS,Russia
ARGENCE TRADING LTD.,RUS,Russia
TOWER SYSTEMS LTD.,RUS,Russia
UPA CAPITAL LTD.,RUS,Russia
PANVA SYNERGY LIMITED,RUS,Russia
Polychem Enterprise Co Ltd.,RUS,Russia
CENTRUM PRODUCTIONS CORP.,RUS,Russia
NEVINSON LIMITED,RUS,Russia
Castellum Global Limited,RUS,Russia
GAKHANING Trading and Engineering Company LTD,RUS,Russia
GARLAND PROJECTS LTD.,RUS,Russia
KEARTON CONSULTING CORPORATION,RUS,Russia
RODWAY TRADING INC.,RUS,Russia
ERCROS GLOBAL CORP.,RUS,Russia
SHEMEN PROJECTS LTD.,RUS,Russia
BILOXI INVEST & TRADE LTD.,RUS,Russia
International Real-Estate Gain Production Ltd,RUS,Russia
NOMAD GLOBAL INDUSTRY CORPORATION,RUS,Russia
CRESCENT INDUSTRIES CORP.,RUS,Russia
BRISTOW DEVELOPMENT HOLDINGS INC.,RUS,Russia
KARUNA VENTURES COMPANY LTD.,RUS,Russia
CRENTON INVESTMENT LTD.,RUS,Russia
IDGT S.A.,RUS,Russia
TRADE WORLD ENTERPRISES LTD,RUS,Russia
AURO INVESTMENT MANAGEMENT S.A.,RUS,Russia
INSTITUTE OF PROPERTY LTD.,RUS,Russia
QUAINTON DEVELOPMENT CORPORATION,RUS,Russia
"CRASTVELL TRADING, LTD.",RUS,Russia
L.E.D. GROUP LIMITED,RUS,Russia
EDGEMARK COMMERCIAL INC.,RUS,Russia
PREMTOR ENTERPRISES CORP.,RUS,Russia
HOMARK PARTNERS LTD.,RUS,Russia
CORRANT INDUSTRY COMPANY LTD.,RUS,Russia
Pacific Assets Venture Inc.,RUS,Russia
SHERIDAN PORTFOLIO INC.,RUS,Russia
GREVENPORT TRADING LTD.,UZB,Uzbekistan
MIKSOFT Ltd.,RUS,Russia
DERVIC PARTNERS GROUP LTD.,RUS,Russia
MARSHALL INDUSTRIES LTD.,RUS,Russia
TAHITI BUSINESS S.A.,RUS,Russia
INVISION PROJECTS INC.,RUS,Russia
FALORA COMMERCIAL GROUP LTD.,RUS,Russia
RYMAL INVESTMENTS LTD.,RUS,Russia
ALBERY CAPITAL LTD.,RUS,Russia
SELOMET INDUSTRY CORP.,RUS,Russia
LARWOOD VENTURES INC.,RUS,Russia
ARAVEST PREMIER INC.,RUS,Russia
INTERWEST PROJECTS GROUP INC.,RUS,Russia
KASTAS LIMITED,RUS,Russia
ETMAR MANAGEMENT LTD.,RUS,Russia
RAVENNA SELECTION INC.,RUS,Russia
DEMARK ALLIANCE CORP.,RUS,Russia
HADLOW HOLDINGS INC.,RUS,Russia
WATMORE PACIFIC LIMITED,RUS,Russia
PUNCH INVESTMENTS LTD.,RUS,Russia
UPA Real Estate Limited,RUS,Russia
SADE Management Inc.,RUS,Russia
FALERNO DEVELOPMENT INC.,RUS,Russia
BRONCO ALLIANCE INC.,RUS,Russia
ZHIZHIN & PARTNERS LTD.,RUS,Russia
FREYA CORPORATE LAWYERS LIMITED,RUS,Russia
MAEVE COMMERCIAL LIMITED,RUS,Russia
SHALCROSS LIMITED,RUS,Russia
HAGLEY PACIFIC LIMITED,RUS,Russia
ARD MEDIA LIMITED,RUS,Russia
ELITE TECH TRADE LIMITED,RUS,Russia
PREMIER FIN GROUP LTD.,RUS,Russia
WANNECO SYSTEMS GROUP INC.,RUS,Russia
REFAX PARTNERS INC.,RUS,Russia
VENTRESS EQUITIES INC.,RUS,Russia
AMITECH SERVICES LIMITED,RUS,Russia
NETORENT PROJECTS CORP.,RUS,Russia
FREONT PREMIER GROUP INC.,RUS,Russia
LECANTO MANAGEMENT LTD.,RUS,Russia
TAURUS COMMERCE LIMITED,RUS,Russia
ENDIGO INDUSTRIES S.A.,RUS,Russia
PRONTEC DEVELOPMENT CORP.,RUS,Russia
CRADLONT SYSTEMS INC.,RUS,Russia
PETRATON INDUSTRY COMPANY LTD.,RUS,Russia
ROGERSON MANAGEMENT LTD.,RUS,Russia
Brigella Limited,RUS,Russia
PARSONS GLOBAL INC.,RUS,Russia
HARDING DEVELOPMENT GROUP LTD.,RUS,Russia
Global Network Premier Ltd.,RUS,Russia
Redmay Enterprises Limited,RUS,Russia
KINGROSS ENGINEERING S.A.,RUS,Russia
